dt,MEG,CEB,BDO,ALI,MER,AC,JGS,URC,JFC,SEVN,BMM,CAT,FGEN,MAXS,PGOLD
2015-12-08,4.51,84.0,99.1,33.85,314.0,730.0,70.5,184.8,207.2,101.1,,100.0,23.65,21.6,34.0
2015-12-09,4.47,83.0,100.5,33.8,315.2,728.0,71.0,185.8,210.6,101.1,,,23.85,21.6,34.0
2015-12-10,4.34,82.85,100.7,34.6,320.6,725.0,70.45,184.6,209.6,,,,23.1,21.5,34.0
2015-12-11,4.2,82.4,100.2,35.5,318.0,725.0,72.0,181.0,209.0,,,91.0,22.0,21.2,33.75
2015-12-14,4.2,81.6,98.0,34.35,316.8,735.0,71.8,179.8,206.0,101.1,,95.0,22.0,20.75,33.4
2015-12-15,4.15,81.5,100.0,34.85,316.0,734.5,70.0,176.3,204.0,102.5,,91.1,22.45,20.25,33.45
2015-12-16,4.27,81.5,100.0,35.9,323.6,757.0,69.0,176.0,205.0,,,99.95,22.45,20.0,33.55
2015-12-17,4.33,81.5,104.5,34.9,319.0,759.0,71.15,180.0,211.2,102.5,,90.0,22.5,20.0,34.25
2015-12-18,4.29,80.0,103.0,34.55,317.0,747.5,72.0,183.9,210.6,101.1,,,22.2,19.8,34.2
2015-12-21,4.35,80.0,103.5,35.6,317.0,741.5,72.5,185.2,220.0,,,,22.8,19.94,34.3
2015-12-22,4.29,79.7,104.8,35.8,315.8,757.0,73.0,185.2,219.0,,,,22.25,20.0,34.3
2015-12-23,4.31,80.5,105.0,35.7,312.0,759.0,73.5,185.9,220.0,100.0,,99.95,22.4,19.92,34.7
2015-12-28,4.3,82.0,104.9,34.55,322.0,750.0,73.05,183.2,222.0,100.0,,,22.7,20.0,34.3
2015-12-29,4.25,82.35,105.0,34.45,320.0,756.0,73.3,186.0,219.0,100.0,,,22.6,19.98,34.7
2016-01-04,4.13,82.6,101.9,34.1,316.0,756.0,70.3,187.0,213.4,,,99.95,22.15,19.48,34.2
2016-01-05,4.12,81.85,103.5,33.95,315.4,742.0,70.15,185.0,210.0,100.0,,100.0,22.15,18.8,33.8
2016-01-06,4.17,82.2,103.4,33.1,318.0,732.0,70.0,185.0,214.0,100.0,,,22.3,18.76,33.65
2016-01-07,3.94,81.95,102.0,32.25,312.0,709.0,66.6,181.0,205.0,100.0,,99.0,21.5,17.9,33.45
2016-01-08,3.88,79.75,99.5,31.75,310.0,700.0,67.1,180.3,205.0,,,,21.1,17.5,33.0
2016-01-11,3.52,76.0,95.0,30.0,301.0,665.0,65.5,173.6,194.0,100.0,,,20.4,16.76,30.5
2016-01-12,3.58,76.5,95.9,30.0,304.8,660.0,64.15,175.1,199.0,101.0,,95.0,20.15,16.6,30.75
2016-01-13,3.88,79.5,98.0,30.6,308.6,670.0,66.45,182.0,205.0,101.0,38.65,100.0,20.45,16.6,32.0
2016-01-14,3.72,78.0,98.0,30.3,310.2,668.0,64.0,183.0,201.8,,,,20.0,16.12,31.8
2016-01-15,3.65,78.4,98.0,30.75,315.0,670.0,63.8,187.0,202.4,100.0,,100.0,19.38,15.1,31.95
2016-01-18,3.5,75.4,95.9,29.9,310.0,644.0,62.25,182.0,201.0,100.0,,105.0,19.06,14.4,32.3
2016-01-19,3.53,77.2,95.8,29.95,309.0,649.0,62.7,185.1,201.4,100.0,,,18.5,14.2,33.35
2016-01-20,3.17,76.8,95.5,28.5,305.0,616.0,61.05,184.8,201.4,100.0,,105.0,18.26,14.08,33.7
2016-01-21,3.1,74.5,94.4,27.2,301.6,600.0,56.9,179.5,195.0,100.0,,110.0,18.24,13.8,33.5
2016-01-22,3.27,76.0,96.5,28.6,307.0,613.0,60.0,184.4,198.0,,,,17.9,13.78,32.85
2016-01-25,3.36,77.0,99.2,30.75,313.8,659.0,61.7,185.7,200.2,101.0,,96.1,18.1,13.8,33.05
2016-01-26,3.24,76.05,95.5,30.2,306.0,638.0,60.85,185.0,200.4,101.0,39.1,109.0,18.12,13.4,33.05
2016-01-27,3.39,76.5,99.15,30.3,307.2,680.0,61.2,186.0,206.0,,,110.0,18.6,13.4,33.6
2016-01-28,3.42,76.7,99.5,30.5,309.2,670.0,62.7,187.0,204.8,99.4,,140.0,18.28,13.64,33.1
2016-01-29,3.57,77.1,102.0,31.4,310.0,679.5,67.0,193.0,205.2,100.0,,145.0,18.4,13.7,33.0
2016-02-01,3.47,77.0,102.6,31.4,310.0,670.0,67.0,194.8,207.8,,,,18.4,14.0,33.8
2016-02-02,3.43,77.55,100.0,31.9,305.0,670.5,65.15,194.0,207.0,,,,18.36,14.88,33.85
2016-02-03,3.27,75.5,97.5,31.25,305.4,655.0,63.3,193.0,206.4,100.0,,,18.3,14.3,33.5
2016-02-04,3.47,77.15,99.0,32.0,306.8,678.0,65.0,194.6,207.0,100.0,,,18.92,14.54,33.65
2016-02-05,3.6,77.5,101.0,32.15,312.8,694.5,66.7,199.0,214.6,100.0,,,18.9,15.02,33.85
2016-02-09,3.44,77.4,96.2,31.0,315.0,685.0,65.15,195.0,212.2,99.0,,121.0,18.4,14.9,33.4
2016-02-10,3.44,77.0,99.5,31.5,312.2,685.0,66.0,194.0,210.0,,,165.0,18.24,14.88,33.15
2016-02-11,3.4,79.5,99.5,31.0,317.2,691.0,65.5,193.7,213.0,,,175.0,18.04,14.92,33.3
2016-02-12,3.32,80.5,99.5,31.0,317.2,689.5,66.9,192.0,210.4,,,190.0,17.68,14.9,33.15
2016-02-15,3.33,80.65,98.2,31.15,319.6,692.0,67.25,193.8,209.6,100.0,,,18.0,15.0,33.3
2016-02-16,3.46,81.5,99.05,31.75,322.0,696.5,67.9,189.0,209.8,99.0,,190.0,18.7,15.5,33.7
2016-02-17,3.47,81.0,99.5,31.45,322.0,699.5,68.2,187.0,214.2,100.0,,,18.7,15.6,34.2
2016-02-18,3.5,83.0,101.5,32.0,322.0,695.0,69.9,190.0,220.0,,,190.0,20.3,15.76,34.5
2016-02-19,3.46,82.55,101.0,31.35,320.2,693.5,69.0,188.2,217.8,,,200.0,21.1,15.5,34.1
2016-02-22,3.49,81.5,100.0,31.9,320.4,696.0,69.0,194.4,218.8,100.0,,189.9,21.0,15.8,34.15
2016-02-23,3.55,81.5,100.0,33.0,319.0,699.5,70.0,196.0,220.0,101.0,,188.0,20.5,16.4,34.2
2016-02-24,3.47,81.8,98.95,32.5,319.0,695.0,68.5,194.0,220.0,101.0,48.7,190.0,20.25,16.18,33.6
2016-02-26,3.49,81.8,99.0,32.05,330.2,687.0,68.5,195.9,222.0,,,185.0,20.2,16.0,33.75
2016-02-29,3.6,83.0,99.0,32.8,325.0,689.0,66.9,198.0,219.0,,,170.0,19.8,16.4,34.0
2016-03-01,3.53,82.05,99.45,32.7,332.0,690.0,68.5,199.2,221.6,100.0,,190.0,20.4,17.1,34.0
2016-03-02,3.68,84.0,99.9,33.8,331.0,710.0,71.15,205.0,230.0,100.0,,188.0,20.35,17.26,33.35
2016-03-03,3.88,84.2,98.5,34.0,328.8,735.0,72.9,203.0,228.0,99.0,,,20.0,17.18,33.3
2016-03-04,3.82,85.95,99.0,34.0,327.0,734.5,72.9,201.0,225.0,100.0,,180.0,19.96,17.0,33.8
2016-03-07,3.85,86.8,100.7,34.2,327.0,720.0,72.4,203.4,225.0,100.0,,175.0,20.0,17.2,33.9
2016-03-08,3.87,86.85,100.5,33.7,329.0,725.0,73.0,203.0,225.0,100.0,,170.0,19.68,17.18,34.0
2016-03-09,4.07,86.45,101.0,34.2,327.0,738.0,74.2,204.0,226.0,99.0,,171.0,19.9,17.06,35.0
2016-03-10,4.09,87.45,102.5,34.95,327.0,754.5,74.8,202.4,230.0,99.0,,170.0,21.25,17.0,35.95
2016-03-11,4.14,86.6,105.0,35.3,326.4,757.0,76.0,204.0,230.0,99.0,,170.0,21.9,19.0,36.95
2016-03-14,4.14,84.0,104.3,35.65,329.8,759.5,75.55,200.0,229.6,,,,21.2,18.5,37.6
2016-03-15,4.13,86.0,104.0,35.25,329.0,749.5,75.95,200.4,232.8,100.0,43.2,165.0,21.5,19.3,37.05
2016-03-16,3.95,85.1,104.0,34.0,325.2,735.0,74.0,197.6,230.2,99.5,47.85,,20.9,19.48,36.4
2016-03-17,4.05,87.0,104.3,34.85,326.4,740.0,76.0,203.0,232.0,105.0,47.8,160.0,20.85,19.3,37.55
2016-03-18,4.05,90.0,104.0,36.6,315.0,737.0,79.0,204.6,232.0,105.0,47.0,,20.85,20.6,37.65
2016-03-21,4.11,89.25,104.9,36.95,321.2,747.5,82.0,210.0,230.0,104.5,43.5,188.0,20.75,21.3,37.0
2016-03-22,4.12,88.8,105.0,36.2,318.0,749.5,80.8,209.0,230.0,100.0,,188.0,20.75,21.6,36.4
2016-03-23,4.11,90.4,106.3,35.85,320.0,742.0,81.0,211.0,234.4,,,,20.9,21.45,37.0
2016-03-28,4.13,90.0,105.0,35.0,320.0,755.0,80.5,210.0,234.0,100.0,64.0,190.0,21.4,21.8,36.95
2016-03-29,4.1,89.7,104.3,34.75,326.0,742.0,79.8,209.4,228.0,100.0,72.0,220.0,21.8,22.0,37.0
2016-03-30,4.13,91.6,104.7,35.2,325.0,734.5,79.6,214.2,230.0,100.0,56.0,240.0,22.3,22.45,36.9
2016-03-31,4.15,89.5,102.3,35.25,323.0,750.0,79.35,216.8,227.0,100.0,62.0,,22.15,22.7,36.4
2016-04-01,4.11,89.65,102.0,35.4,322.0,757.0,77.8,218.2,227.2,109.0,55.05,,22.5,22.55,36.45
2016-04-04,4.03,89.0,101.7,35.4,322.6,750.0,79.25,219.2,227.0,125.0,55.05,,22.35,22.8,36.35
2016-04-05,3.96,89.1,101.5,35.0,323.0,743.0,78.5,218.0,230.0,118.0,55.05,,21.75,22.2,37.0
2016-04-06,3.99,89.95,101.1,35.0,329.0,743.5,78.0,215.0,228.0,117.0,58.7,,21.6,22.1,37.0
2016-04-07,3.99,89.35,102.0,35.85,329.0,756.5,80.0,215.2,231.0,120.0,56.05,,21.7,22.3,37.2
2016-04-08,3.95,90.0,102.0,36.0,327.0,745.5,80.9,219.0,230.6,110.0,,,21.85,22.4,39.1
2016-04-11,3.98,90.0,102.5,36.15,327.0,760.0,82.0,218.0,230.8,107.0,52.0,,22.5,22.2,39.5
2016-04-12,3.97,90.0,103.0,35.75,326.4,778.0,80.9,216.2,230.8,110.0,62.0,,22.3,22.0,39.7
2016-04-13,4.08,90.8,105.0,35.7,328.8,774.0,82.3,215.4,230.0,111.0,51.65,,22.25,22.1,39.4
2016-04-14,4.13,91.05,104.4,35.95,332.0,780.0,82.3,214.0,228.8,110.0,55.0,,22.5,22.5,41.0
2016-04-15,4.02,90.7,103.5,35.5,330.0,782.0,82.5,211.0,228.2,111.0,59.0,220.0,21.6,22.8,40.05
2016-04-18,4.01,90.0,102.4,34.95,326.8,780.0,82.5,207.4,224.2,111.0,60.0,220.0,21.9,22.55,40.3
2016-04-19,4.01,89.95,102.9,34.45,330.0,779.5,81.35,206.0,221.8,111.0,,,21.85,21.95,40.75
2016-04-20,4.03,90.1,103.1,34.0,336.0,773.5,81.4,204.4,226.0,111.0,56.0,220.0,21.0,21.9,41.5
2016-04-21,4.09,90.7,104.0,35.0,340.0,786.0,83.0,200.8,226.0,112.0,61.0,,21.15,21.9,41.2
2016-04-22,4.1,90.15,103.7,34.7,337.0,787.0,83.4,202.4,223.4,110.0,61.0,,20.9,21.9,41.3
2016-04-25,4.02,88.5,101.5,34.15,343.0,785.0,83.65,205.0,226.8,114.0,59.8,220.0,20.75,20.9,40.4
2016-04-26,3.95,88.0,99.5,34.2,345.0,778.0,83.3,209.6,226.0,111.8,57.9,,20.9,20.6,40.55
2016-04-27,3.8,89.0,99.5,34.2,344.6,776.0,83.5,210.4,226.0,111.8,,,20.65,20.7,41.0
2016-04-28,3.75,89.2,99.5,34.25,340.2,772.0,81.5,208.8,230.0,,53.15,190.0,20.6,21.0,40.8
2016-04-29,3.77,89.0,100.0,34.65,343.0,771.0,81.5,208.4,229.6,115.0,,238.6,20.25,21.1,40.2
2016-05-02,3.64,88.3,99.95,33.8,339.0,760.0,79.7,201.6,230.0,107.5,55.0,239.0,19.52,20.55,39.25
2016-05-03,3.71,89.5,99.65,33.75,338.6,745.0,79.0,205.0,227.0,108.9,56.0,,19.58,20.75,39.3
2016-05-04,3.72,88.0,100.0,33.75,338.8,748.0,81.5,204.2,229.4,,55.15,175.0,19.58,21.0,38.1
2016-05-05,3.57,87.5,100.3,33.8,338.2,733.0,79.0,203.8,227.0,115.0,57.0,188.0,19.6,21.0,39.1
2016-05-06,3.7,86.75,99.5,33.85,336.6,735.0,78.4,204.4,226.8,110.0,,190.0,19.64,21.35,39.95
2016-05-10,3.85,88.1,99.5,34.35,342.8,764.0,82.6,205.0,230.0,108.0,,219.8,20.5,22.0,41.0
2016-05-11,4.05,91.55,103.0,35.25,349.0,789.5,88.0,210.8,233.8,110.0,56.5,230.0,21.15,22.8,42.9
2016-05-12,4.12,89.95,102.4,35.25,344.4,786.5,86.8,204.4,229.8,115.4,,230.0,21.0,22.55,42.1
2016-05-13,4.25,92.0,104.0,35.5,340.4,828.0,91.1,206.6,234.6,108.5,,193.0,21.35,22.95,42.1
2016-05-16,4.36,93.75,103.7,35.85,339.6,832.0,95.0,208.2,240.0,112.0,54.5,193.0,21.9,23.7,42.0
2016-05-17,4.38,93.1,104.0,36.5,338.0,835.0,93.5,205.2,235.6,115.0,73.95,189.0,22.05,24.0,41.95
2016-05-18,4.28,93.1,105.0,36.3,333.0,840.0,92.8,206.6,235.0,,67.1,189.0,22.25,23.75,41.8
2016-05-19,4.25,92.95,105.0,36.0,325.2,806.0,93.25,204.0,233.6,115.0,63.95,200.0,21.4,24.1,41.9
2016-05-20,4.11,92.65,102.0,34.9,321.6,794.0,92.55,202.6,235.0,114.9,55.6,,21.6,24.0,41.7
2016-05-23,4.24,93.0,102.5,35.0,322.0,804.0,90.95,200.0,236.0,116.0,63.0,,21.7,24.9,40.5
2016-05-24,4.22,94.5,103.0,35.8,320.0,820.0,90.1,201.0,236.2,116.0,57.05,,21.7,24.9,41.55
2016-05-25,4.35,97.0,103.9,37.2,316.0,833.0,91.2,205.0,236.0,119.0,55.55,200.0,21.2,25.25,41.9
2016-05-26,4.35,96.0,103.9,36.9,316.0,830.0,82.4,204.8,233.6,120.0,55.55,200.0,21.5,24.0,41.5
2016-05-27,4.4,94.85,104.0,36.85,301.8,831.0,82.7,201.8,236.6,124.0,,200.0,22.45,24.5,41.95
2016-05-30,4.34,94.0,102.7,36.8,301.0,830.5,83.15,198.5,237.6,124.0,,200.0,23.0,26.5,42.2
2016-05-31,4.5,96.0,101.0,35.7,303.4,846.5,82.6,195.0,235.4,124.5,,170.0,22.3,27.55,42.0
2016-06-01,4.4,94.9,103.9,36.7,315.0,845.0,83.1,198.8,235.0,124.4,,190.0,23.0,27.0,41.9
2016-06-02,4.4,96.5,102.5,36.9,311.0,844.0,83.35,196.0,230.0,124.4,,189.0,22.75,27.5,42.0
2016-06-03,4.41,96.55,104.0,36.5,316.0,845.0,83.5,199.9,230.0,123.0,55.6,,22.7,28.2,42.05
2016-06-06,4.55,97.35,105.7,37.9,312.0,855.0,83.9,201.0,233.0,123.0,55.65,,22.8,28.8,42.55
2016-06-07,4.61,99.0,108.0,38.95,315.0,855.0,85.0,202.0,239.0,124.0,,,23.0,29.4,42.7
2016-06-08,4.45,100.8,109.0,38.05,314.6,855.0,85.9,202.6,237.0,110.1,55.05,,22.9,29.0,43.15
2016-06-09,4.5,102.1,104.9,37.05,311.4,823.0,83.9,199.5,233.0,110.0,59.9,,22.5,29.45,42.4
2016-06-10,4.4,100.0,103.5,37.1,309.8,830.0,83.5,193.1,230.0,119.0,,170.2,22.55,28.2,42.3
2016-06-13,4.4,97.2,104.0,37.0,305.0,825.0,84.0,194.1,231.0,118.5,,170.1,22.4,27.5,42.1
2016-06-14,4.28,97.6,102.9,37.1,307.4,812.0,83.2,194.0,231.0,120.0,,,22.0,27.15,41.3
2016-06-15,4.32,98.7,104.0,37.95,315.0,820.0,83.4,197.3,230.0,120.0,,175.0,22.0,26.5,41.0
2016-06-16,4.39,98.55,106.1,37.85,325.0,831.0,83.8,200.4,234.0,120.0,58.5,189.0,22.15,26.85,41.35
2016-06-17,4.41,99.5,108.7,38.35,325.0,839.0,83.4,207.0,239.0,120.0,58.5,189.0,22.15,27.75,43.4
2016-06-20,4.4,97.6,108.6,39.55,322.8,841.0,84.35,204.6,238.0,121.0,55.1,,22.5,28.3,42.6
2016-06-21,4.51,97.7,110.0,39.6,322.8,850.0,85.8,205.6,230.0,124.5,55.1,190.0,22.9,28.2,42.75
2016-06-22,4.57,97.75,109.5,39.6,318.0,870.0,85.3,206.6,234.6,121.0,,190.0,24.9,28.45,43.0
2016-06-23,4.67,97.9,109.5,38.95,316.2,847.0,84.8,205.6,232.2,124.0,55.0,204.0,24.9,28.1,42.5
2016-06-24,4.5,95.0,107.0,38.2,312.2,850.0,83.7,204.0,235.0,120.0,55.1,,24.4,28.1,41.5
2016-06-27,4.49,96.05,110.0,39.4,320.0,850.0,84.9,205.8,233.2,120.0,,204.0,25.3,29.65,41.85
2016-06-28,4.47,96.15,108.7,38.8,317.0,845.0,84.0,204.0,235.0,123.5,55.05,220.0,24.65,28.55,41.9
2016-06-29,4.56,99.9,110.6,38.7,318.8,850.0,84.35,208.6,235.8,123.5,,216.0,25.0,29.1,42.0
2016-06-30,4.65,97.85,112.0,38.8,310.0,849.0,86.0,208.0,242.0,123.5,,220.0,24.9,29.1,42.15
2016-07-01,4.6,98.75,114.0,39.0,315.8,844.0,84.5,207.4,245.2,124.0,55.05,,24.8,29.1,42.5
2016-07-04,4.65,98.75,114.5,38.95,315.0,850.0,84.0,205.6,244.0,124.5,,,24.85,29.9,42.65
2016-07-05,4.74,98.6,112.0,39.0,313.0,860.0,84.0,201.8,244.8,125.0,55.0,,25.0,29.8,42.8
2016-07-07,4.65,98.4,112.8,37.9,312.4,844.0,84.3,199.7,244.8,137.0,,,24.35,28.8,44.35
2016-07-08,4.65,98.5,112.8,38.2,311.4,844.0,84.25,200.0,244.8,,,,24.05,28.5,44.9
2016-07-11,4.85,98.95,115.2,39.1,312.0,850.0,85.3,201.4,250.0,130.0,52.5,220.0,24.3,28.85,45.55
2016-07-12,5.0,99.9,114.8,39.7,311.0,870.0,86.7,200.0,250.0,136.0,,,24.7,28.75,46.2
2016-07-13,5.0,99.7,113.4,40.0,309.0,876.0,85.65,200.0,249.8,134.0,52.5,,24.9,28.5,46.6
2016-07-14,5.07,98.8,113.0,40.0,309.4,875.0,85.9,199.7,250.0,135.0,,,24.85,28.45,46.0
2016-07-15,5.14,100.1,114.0,40.7,311.0,884.0,85.65,199.9,250.0,142.0,52.55,,24.5,29.0,45.95
2016-07-18,4.99,98.2,114.4,40.25,308.2,885.0,85.75,200.0,246.0,140.5,51.1,220.0,24.75,28.8,45.9
2016-07-19,5.06,99.0,115.3,40.05,309.0,890.0,86.0,200.0,248.0,142.0,53.0,,25.2,28.4,46.2
2016-07-20,5.11,99.5,115.8,40.05,308.6,894.0,85.95,200.0,250.4,142.0,,,25.25,28.8,47.85
2016-07-21,5.21,99.4,115.0,40.0,309.0,899.0,85.9,199.7,252.2,139.0,,220.0,26.0,28.9,48.1
2016-07-22,5.13,99.5,114.2,39.8,313.0,890.0,85.3,197.0,255.0,139.5,,,26.05,28.9,48.55
2016-07-25,5.18,99.95,114.4,39.95,317.0,890.0,85.3,199.6,252.8,140.0,51.2,216.0,25.5,29.1,49.2
2016-07-26,5.05,100.0,114.5,40.2,321.6,889.0,85.05,200.0,250.2,139.0,51.2,200.0,25.9,29.0,48.2
2016-07-27,5.1,100.0,114.3,41.0,325.2,908.0,86.9,203.0,258.0,137.0,52.2,,25.9,28.7,48.5
2016-07-28,5.12,105.2,114.3,40.0,324.6,890.0,84.25,200.0,258.0,137.0,51.25,,26.0,29.0,48.35
2016-07-29,5.03,109.0,113.2,39.5,324.0,870.0,83.5,200.4,255.0,137.5,51.25,,25.9,28.5,48.0
2016-08-01,5.08,113.7,114.7,40.0,323.8,886.5,83.7,204.4,251.0,136.0,,,25.75,28.95,48.0
2016-08-02,5.1,115.0,117.0,40.15,323.8,880.0,83.4,204.0,254.0,135.0,51.2,195.0,25.4,28.9,48.0
2016-08-03,5.06,111.0,114.0,39.85,324.0,880.0,81.3,201.4,253.8,128.0,,,24.3,28.9,46.75
2016-08-04,5.06,113.2,114.8,40.6,324.2,895.0,82.9,204.2,260.0,129.0,54.0,190.0,24.75,29.0,47.5
2016-08-05,5.19,115.0,115.0,40.5,324.8,897.5,82.25,203.0,255.0,,53.95,,24.7,31.3,47.2
2016-08-08,5.38,118.9,115.5,40.2,324.4,898.0,84.5,204.0,255.0,134.0,,180.0,24.95,32.9,48.75
2016-08-09,5.42,121.1,116.7,41.05,324.0,897.0,84.0,205.8,257.0,131.0,,,25.1,34.0,48.3
2016-08-10,5.47,124.0,119.5,41.15,324.0,896.0,83.05,204.8,252.2,132.0,51.1,,24.9,33.05,47.9
2016-08-11,5.17,119.5,118.3,41.05,324.8,896.5,82.35,203.6,253.0,,,180.0,25.0,33.2,45.2
2016-08-12,5.15,120.0,116.6,41.2,325.0,898.0,81.85,199.9,253.0,135.0,,,24.85,34.5,44.1
2016-08-15,5.05,117.0,114.0,42.0,326.0,904.0,82.45,191.5,253.0,135.0,,170.2,25.0,34.0,44.35
2016-08-16,5.08,120.1,115.0,41.6,325.4,900.0,82.6,184.0,253.0,135.0,,,25.1,34.0,44.7
2016-08-17,4.92,123.0,114.0,41.2,326.0,900.0,82.0,184.2,251.2,134.5,,200.0,24.9,33.0,46.0
2016-08-18,4.89,122.5,113.9,41.2,325.0,895.0,82.2,190.0,252.8,130.0,,,25.6,32.0,45.0
2016-08-19,4.88,122.0,113.2,41.1,313.0,896.0,82.0,191.5,252.6,130.0,,207.8,25.2,32.1,45.4
2016-08-22,5.04,125.0,114.7,41.2,313.0,902.0,82.85,191.0,253.0,133.0,,200.0,25.15,32.1,45.6
2016-08-23,5.0,123.5,115.0,40.8,312.6,903.0,82.95,184.2,253.0,135.0,,210.0,24.8,31.8,45.2
2016-08-24,4.83,121.7,114.3,40.0,313.0,899.5,79.8,179.5,250.0,134.5,,204.0,24.0,31.6,45.15
2016-08-25,4.86,123.0,113.0,39.3,312.8,899.0,79.25,179.5,251.0,,,,25.65,32.5,45.1
2016-08-26,4.94,122.0,113.8,38.7,313.0,894.5,78.0,180.1,253.0,137.5,,,25.35,33.0,44.9
2016-08-30,4.7,118.5,112.0,38.5,312.0,878.0,77.0,187.0,249.8,137.5,,204.8,25.65,32.4,45.0
2016-08-31,4.71,118.5,114.3,38.5,311.0,875.0,78.0,187.0,245.0,140.0,,185.0,25.45,33.0,44.9
2016-09-01,4.84,120.0,114.0,38.4,311.0,868.5,79.0,184.0,253.0,130.0,53.0,200.0,25.8,33.2,44.6
2016-09-02,4.92,122.4,112.3,39.5,312.0,865.0,78.8,180.9,250.0,130.0,,,25.4,33.0,44.5
2016-09-05,4.78,121.1,112.0,39.5,311.6,860.0,78.4,180.9,244.6,130.0,55.9,205.0,24.9,32.8,45.15
2016-09-06,4.75,121.3,111.8,39.25,313.0,855.0,76.8,184.9,246.0,,55.85,,24.85,31.4,44.95
2016-09-07,4.57,118.7,110.3,38.35,311.8,850.0,74.9,182.0,247.0,130.0,,,25.3,30.0,44.85
2016-09-08,4.6,121.8,111.3,38.6,310.0,855.0,74.9,183.8,247.2,135.0,,,25.2,30.0,44.2
2016-09-09,4.55,120.2,111.5,38.0,307.0,853.0,75.2,180.2,236.0,139.0,,,24.8,30.0,44.0
2016-09-13,4.5,119.7,109.4,37.8,309.6,860.0,73.0,180.3,246.0,135.0,54.5,,24.7,29.15,44.0
2016-09-14,4.6,118.1,109.0,37.15,311.8,857.0,74.05,183.0,243.0,135.0,52.05,,24.55,29.0,44.0
2016-09-15,4.7,117.0,113.0,38.0,311.8,860.0,77.4,186.8,250.0,138.9,,200.0,25.0,28.9,44.1
2016-09-16,4.55,118.4,111.0,37.05,311.8,854.5,77.2,185.7,245.2,143.0,,,25.1,29.0,44.95
2016-09-19,4.63,118.0,110.5,37.75,311.8,856.0,77.6,185.8,248.6,139.0,52.0,170.0,24.9,29.0,44.0
2016-09-20,4.66,117.5,111.5,38.0,312.6,855.0,78.5,184.8,248.6,148.0,,185.9,24.8,28.45,44.0
2016-09-21,4.6,118.4,110.5,38.75,315.0,860.0,78.3,186.4,248.0,181.0,52.0,173.0,24.95,28.0,44.05
2016-09-22,4.7,118.5,110.6,39.0,315.2,865.0,79.0,187.7,249.4,156.0,52.0,,25.35,28.8,44.0
2016-09-23,4.79,119.0,111.1,39.0,314.0,872.0,76.35,183.3,247.8,148.2,,,25.4,28.95,43.95
2016-09-26,4.63,117.4,107.0,38.25,313.0,868.0,75.75,185.0,249.8,148.0,,,25.1,29.0,43.8
2016-09-27,4.55,111.2,103.5,38.25,309.8,854.5,72.4,182.5,248.6,145.0,,,25.1,29.0,42.9
2016-09-28,4.63,113.0,105.0,38.7,309.4,855.5,73.35,182.0,245.0,145.0,,180.0,25.1,29.0,41.65
2016-09-29,4.89,112.5,108.0,39.8,310.0,862.0,75.5,182.6,248.2,141.0,50.1,180.0,25.2,29.0,43.35
2016-09-30,4.72,113.0,109.8,39.25,310.4,857.0,74.5,178.0,247.0,,50.3,,25.05,28.7,42.5
2016-10-03,4.8,112.9,110.1,39.4,309.8,878.5,75.95,182.4,248.8,137.0,50.2,170.0,24.9,29.1,43.15
2016-10-04,4.81,107.9,110.5,39.5,308.2,880.5,76.2,185.0,251.4,139.0,50.2,158.0,24.65,29.0,43.5
2016-10-05,4.65,105.0,110.1,39.75,308.0,867.5,75.0,185.0,249.8,138.0,,,24.85,28.4,42.75
2016-10-06,4.67,107.0,110.0,38.75,309.0,865.0,75.5,184.5,251.0,138.0,,164.9,24.15,27.7,42.65
2016-10-07,4.5,108.0,109.0,38.1,308.6,860.0,75.1,184.3,245.8,140.0,,,24.45,28.5,42.0
2016-10-10,4.52,106.5,109.1,38.2,307.8,858.5,74.1,181.3,246.4,137.0,68.8,,24.05,28.5,41.7
2016-10-11,4.57,106.6,109.6,38.3,302.0,858.0,71.7,180.0,244.0,135.0,64.0,,24.0,28.5,42.2
2016-10-12,4.35,105.0,107.5,38.0,291.0,849.0,71.7,180.5,241.0,150.0,68.8,164.9,22.95,27.4,40.95
2016-10-13,4.11,103.0,106.0,36.4,288.0,839.5,71.1,179.0,241.0,147.9,68.5,,23.0,26.75,40.4
2016-10-14,4.14,103.8,107.5,36.85,290.4,840.5,71.15,179.0,241.0,,63.5,,23.5,27.4,41.0
2016-10-17,4.25,107.0,107.5,36.2,283.2,845.0,71.3,175.5,236.6,147.0,63.1,167.0,23.45,27.35,41.0
2016-10-18,4.28,107.0,110.0,37.25,284.0,856.0,76.0,176.1,246.0,137.0,74.9,195.0,23.5,28.0,41.0
2016-10-19,4.29,106.6,114.0,38.1,285.0,869.0,79.45,185.0,250.4,137.2,112.3,195.0,23.2,28.8,42.55
2016-10-20,4.34,106.9,115.1,38.15,290.8,858.0,79.8,186.0,248.2,,100.2,195.0,23.6,28.5,43.1
2016-10-21,4.28,108.0,112.0,37.75,291.2,858.0,78.9,184.0,247.0,149.5,113.8,200.0,23.25,28.5,43.1
2016-10-24,4.29,108.0,112.0,37.7,289.8,849.5,78.0,183.9,250.8,150.0,104.0,210.0,23.35,28.15,43.3
2016-10-25,4.22,107.9,114.9,37.6,288.0,850.0,77.0,182.8,246.0,150.0,114.5,31.5,23.45,28.15,43.05
2016-10-26,4.16,107.0,111.9,37.0,285.0,855.0,75.55,184.9,247.0,137.7,129.0,37.5,22.85,28.45,42.05
