dt,MEG,CEB,BDO,ALI,MER,AC,JGS,URC,JFC,SEVN,BMM,CAT,FGEN,MAXS,PGOLD
2015-01-12,5.19,84.5,106.2,34.0,261.8,710.0,67.5,194.0,210.0,84.5,,,26.35,27.15,42.0
2015-01-13,5.18,86.6,109.2,34.15,263.0,716.0,68.0,196.7,210.0,84.0,,,26.05,27.9,43.0
2015-01-14,5.39,87.0,111.0,34.9,267.0,711.0,70.0,200.0,211.0,84.0,56.0,,26.2,27.6,42.8
2015-01-19,5.28,86.5,110.2,34.5,274.0,711.0,70.2,198.8,214.0,83.5,,,26.25,28.5,41.5
2015-01-20,5.3,87.0,111.5,34.55,271.0,701.0,70.05,197.9,212.0,84.75,55.0,92.0,26.0,28.4,40.5
2015-01-21,5.3,89.05,111.5,34.95,271.0,702.0,69.9,197.5,209.8,85.0,55.0,93.0,26.15,27.6,39.9
2015-01-22,5.21,89.4,111.0,34.85,271.0,694.5,62.1,196.7,210.0,87.0,,91.5,27.4,27.3,39.5
2015-01-23,5.2,93.1,112.0,35.65,276.8,719.0,63.75,202.0,214.0,84.8,55.0,,29.25,27.45,40.0
2015-01-26,5.2,98.4,111.8,35.0,270.4,720.0,64.05,205.0,216.0,87.0,55.0,91.1,28.6,27.5,40.0
2015-01-27,5.16,95.5,115.7,35.5,278.4,722.0,63.9,207.8,212.0,88.0,,91.15,29.5,29.45,41.1
2015-01-28,5.17,96.0,113.9,35.7,282.6,720.0,64.0,206.0,218.0,89.0,,,31.2,28.55,41.2
2015-01-29,5.14,94.1,114.0,35.2,274.0,717.0,63.95,206.0,224.0,89.5,57.2,90.0,30.85,30.25,41.2
2015-01-30,5.2,94.7,114.5,36.1,274.4,726.5,65.5,207.0,232.0,90.0,,90.0,31.1,32.2,42.0
2015-02-02,5.13,90.3,112.0,35.95,273.0,715.0,64.95,206.0,226.0,90.5,,89.05,30.35,33.0,41.5
2015-02-03,5.18,89.85,111.5,35.4,269.4,715.0,64.6,205.0,225.0,91.0,57.2,89.5,30.05,34.2,41.8
2015-02-04,5.2,90.2,114.0,36.0,274.0,730.0,64.6,206.0,229.4,92.0,,90.5,30.45,34.4,41.95
2015-02-05,5.07,92.65,113.2,35.7,270.2,723.0,64.6,204.0,224.0,93.0,,,29.65,33.4,42.0
2015-02-06,5.09,92.3,112.3,36.0,271.4,730.0,64.8,211.0,232.0,94.0,,91.0,29.0,32.8,42.75
2015-02-09,5.11,89.8,112.9,36.05,280.0,728.0,66.0,224.0,235.8,94.5,,90.25,28.7,30.5,42.8
2015-02-10,5.11,88.9,113.5,35.5,277.0,719.0,65.0,216.2,233.0,97.0,52.0,91.0,28.7,31.55,42.7
2015-02-11,5.09,86.3,111.6,35.7,270.8,724.0,65.8,211.0,235.2,97.0,52.0,90.0,28.15,31.45,42.45
2015-02-12,5.09,88.1,114.0,35.4,274.8,727.5,64.95,211.6,230.0,97.75,,,28.15,32.0,41.85
2015-02-13,5.2,87.6,114.0,35.3,278.6,729.5,66.6,217.0,230.0,97.0,,95.95,29.15,32.45,42.35
2015-02-16,5.33,88.0,113.5,35.35,278.0,730.0,66.75,217.6,229.8,97.0,52.0,,28.65,31.65,41.8
2015-02-17,5.36,89.55,114.0,35.55,276.0,730.0,66.95,215.2,229.0,96.75,47.6,95.9,28.85,31.7,41.8
2015-02-18,5.3,89.9,112.6,35.6,274.2,736.5,67.55,217.4,228.6,96.7,,,29.0,31.95,41.8
2015-02-20,5.32,90.0,112.5,35.95,277.0,743.0,67.8,218.0,226.8,,,,29.0,31.7,41.8
2015-02-23,5.32,89.9,112.9,36.5,279.0,740.0,67.85,217.6,226.0,,,95.85,29.0,30.75,41.25
2015-02-24,5.34,90.1,114.0,37.0,282.0,741.5,67.55,218.0,219.6,96.5,,,29.0,30.95,40.35
2015-02-25,5.4,89.85,114.0,37.65,281.4,738.0,67.05,214.6,216.8,96.1,,,29.0,29.7,39.9
2015-02-26,5.37,89.7,113.0,36.9,280.0,729.5,65.95,211.4,210.8,92.0,50.0,,29.2,29.4,38.7
2015-02-27,5.47,90.0,111.0,36.25,280.0,717.0,67.0,218.0,219.8,97.0,,,29.15,29.0,39.4
2015-03-02,5.56,90.0,110.0,37.0,280.0,725.0,67.0,217.8,217.0,97.0,,,29.5,29.9,39.35
2015-03-03,5.54,87.45,111.7,36.7,278.2,724.0,66.9,215.2,219.0,96.55,50.1,,30.15,29.7,40.45
2015-03-04,5.45,88.3,113.0,38.15,278.8,735.0,67.2,218.0,220.0,98.0,,,30.2,29.8,41.15
2015-03-05,5.6,88.5,113.9,37.7,275.0,728.5,66.05,213.2,218.6,101.0,,,30.3,29.45,41.0
2015-03-06,5.56,89.3,114.0,38.25,274.4,732.0,67.1,217.0,219.8,98.5,,,30.8,29.05,40.8
2015-03-09,5.52,88.5,114.3,37.5,275.0,732.0,66.0,218.0,216.8,98.5,,,30.5,28.5,40.7
2015-03-10,5.52,88.7,114.2,37.55,275.0,741.0,65.95,215.0,217.0,100.5,50.2,,30.55,28.85,42.0
2015-03-11,5.5,86.0,113.9,37.75,275.0,745.0,65.0,215.0,214.0,,,,29.85,27.65,41.2
2015-03-12,5.63,87.8,114.0,38.6,275.2,754.0,65.95,217.0,214.8,103.0,,,29.5,28.15,41.0
2015-03-13,5.63,87.5,114.5,37.45,280.0,758.0,65.0,217.6,210.8,105.0,,87.0,29.6,29.0,41.75
2015-03-16,5.45,85.2,112.8,37.0,275.4,751.0,65.4,214.4,211.0,109.0,,85.0,29.45,28.05,41.0
2015-03-17,5.54,84.7,114.2,37.95,276.0,753.0,66.5,215.2,212.0,108.0,,,29.55,29.1,40.75
2015-03-18,5.46,86.0,115.0,37.4,268.0,760.0,67.95,216.0,213.0,,45.1,,29.4,28.8,40.2
2015-03-19,5.5,85.15,117.5,38.1,269.0,770.0,69.55,215.2,212.0,,,,29.3,28.8,40.1
2015-03-20,5.46,86.05,117.2,37.85,271.0,770.0,70.25,220.0,214.4,,56.0,,29.1,28.9,40.2
2015-03-23,5.4,86.85,118.4,37.6,270.0,770.0,71.6,218.8,211.6,107.9,59.9,90.0,29.5,28.9,40.2
2015-03-24,5.49,87.0,120.0,37.15,269.0,769.0,70.0,216.0,216.0,107.6,58.0,,29.05,28.5,40.05
2015-03-25,5.53,85.25,121.5,36.95,268.2,770.0,69.35,216.0,217.0,107.0,55.9,90.0,28.95,28.7,40.5
2015-03-26,5.53,85.3,119.9,37.6,270.2,780.0,71.7,218.0,218.2,108.0,55.85,,29.5,28.5,41.4
2015-03-27,5.52,84.95,121.5,37.6,269.0,780.0,71.3,221.2,217.4,110.0,50.0,90.0,30.2,27.95,41.0
2015-03-30,5.5,85.6,122.1,37.6,271.0,793.5,71.9,224.0,215.0,110.0,48.8,97.0,30.4,27.4,41.45
2015-03-31,5.43,85.0,123.7,38.5,267.0,795.0,72.5,226.0,220.0,110.2,,96.9,30.5,27.4,41.55
2015-04-01,5.52,85.5,123.0,40.0,264.0,799.0,72.5,226.0,222.4,110.0,,86.05,30.95,26.85,41.4
2015-04-06,5.59,85.5,121.0,39.65,266.0,800.0,73.75,230.0,220.0,111.0,,87.05,30.95,26.3,41.45
2015-04-07,5.66,85.2,119.9,40.0,265.0,800.5,74.5,230.0,224.0,111.0,50.0,87.05,30.5,25.25,41.5
2015-04-08,5.76,86.0,118.5,40.0,263.0,800.0,74.7,227.4,217.4,,50.0,87.0,30.0,25.7,40.8
2015-04-10,5.88,87.3,119.8,40.75,262.0,800.5,74.3,222.2,217.0,108.5,48.4,,29.55,26.0,40.95
2015-04-13,5.7,84.4,120.0,40.6,263.8,800.0,73.2,219.4,219.0,110.9,,,29.4,25.0,39.95
2015-04-14,5.5,83.9,118.5,40.6,263.8,798.5,74.85,219.0,216.8,,,,29.3,24.55,39.5
2015-04-15,5.33,82.5,118.0,39.45,262.4,791.0,71.0,214.0,211.0,111.0,47.3,,28.3,24.15,39.05
2015-04-16,5.5,80.7,118.0,40.35,264.0,795.0,71.4,223.0,212.4,110.0,49.95,,28.3,23.85,40.05
2015-04-17,5.49,81.0,118.5,40.0,265.4,793.0,72.65,216.0,213.4,110.0,,92.95,28.95,24.75,39.3
2015-04-20,5.33,81.0,117.0,39.65,265.0,780.0,72.0,216.6,212.0,110.0,,,28.5,24.5,39.0
2015-04-21,5.3,81.65,116.4,39.9,264.8,770.0,71.9,218.6,216.0,112.0,,87.0,27.8,24.8,39.3
2015-04-22,5.49,82.25,114.6,39.5,265.0,767.0,71.1,217.0,211.6,,,,27.5,24.8,39.45
2015-04-23,5.6,81.75,116.0,39.7,264.4,793.0,71.55,219.0,211.2,113.0,,,27.45,24.9,39.5
2015-04-24,5.5,81.95,117.5,39.6,265.0,795.0,72.65,219.4,211.0,113.0,,,28.55,26.1,40.1
2015-04-27,5.38,84.0,115.5,39.7,265.0,800.0,72.4,219.0,208.0,110.0,54.95,,28.4,27.05,40.5
2015-04-28,5.33,85.55,112.0,39.5,263.8,800.0,72.3,216.4,203.0,110.0,,,28.15,27.5,40.6
2015-04-29,5.29,85.75,110.0,39.7,261.8,794.0,71.95,217.6,201.0,113.0,48.4,87.0,28.3,27.8,40.25
2015-04-30,5.3,85.0,109.0,38.65,260.4,780.0,71.5,217.8,199.0,114.0,,90.0,28.1,28.0,39.7
2015-05-04,5.36,85.3,110.4,40.0,262.6,796.0,72.5,219.0,207.0,116.0,,90.0,28.0,28.0,39.2
2015-05-05,5.42,87.0,112.5,40.45,263.6,801.0,74.0,220.8,211.0,139.0,,,28.75,27.55,40.3
2015-05-06,5.45,86.25,111.0,40.0,263.0,812.0,73.55,218.0,209.0,140.0,63.5,,28.55,28.0,40.9
2015-05-07,5.42,84.0,110.2,40.4,262.6,808.5,72.3,213.0,209.0,139.0,50.0,90.0,28.5,28.5,39.9
2015-05-08,5.41,84.3,111.2,39.8,265.0,805.0,70.75,202.0,210.0,139.9,51.0,90.0,27.55,28.65,39.55
2015-05-11,5.37,85.7,111.7,40.35,263.8,804.5,70.95,200.0,211.6,140.6,,90.0,27.1,27.55,38.95
2015-05-12,5.33,85.85,111.0,40.35,262.6,803.0,72.5,206.0,212.0,138.0,49.25,88.0,27.25,28.0,39.45
2015-05-13,5.39,86.15,112.6,40.05,263.2,800.5,72.6,211.8,211.4,138.0,49.25,,27.15,28.0,39.65
2015-05-14,5.28,85.95,114.0,40.2,268.8,810.0,71.75,211.8,211.4,130.0,,,27.3,28.0,39.95
2015-05-15,5.25,91.2,115.0,40.7,273.0,821.0,72.0,210.6,212.0,128.0,,,27.8,27.95,39.85
2015-05-18,5.37,90.45,116.8,41.0,275.0,816.5,72.9,205.0,213.0,128.0,,86.5,27.8,27.0,40.9
2015-05-19,5.33,90.95,116.7,40.65,274.0,806.5,72.85,203.6,212.6,,,86.5,27.05,27.1,40.5
2015-05-20,5.34,93.65,115.0,40.95,275.0,819.0,72.5,208.6,212.0,127.5,49.25,86.5,27.25,27.4,39.7
2015-05-21,5.2,91.8,116.0,40.2,274.0,817.0,73.2,208.6,211.0,103.2,,,26.85,27.0,39.65
2015-05-22,5.19,90.6,115.9,40.0,273.2,810.5,73.0,201.0,211.0,106.6,,,27.0,26.95,39.0
2015-05-25,5.0,90.35,114.3,39.65,273.0,806.0,72.5,199.0,211.0,108.0,,,26.65,26.5,38.75
2015-05-26,4.81,90.0,113.9,40.3,272.8,806.5,71.5,197.5,209.0,115.0,,,26.7,24.95,38.35
2015-05-27,4.7,88.15,111.6,39.25,271.8,803.0,70.05,189.9,201.0,125.0,,,25.55,25.0,37.9
2015-05-28,4.58,87.75,106.0,38.7,271.0,780.0,66.9,187.0,201.0,125.0,,86.5,26.0,24.5,38.4
2015-05-29,4.75,86.0,108.0,40.05,281.2,790.0,68.5,190.8,201.0,,,,26.95,25.0,38.0
2015-06-01,4.8,86.3,111.0,40.3,282.6,800.0,69.0,198.9,200.0,,,,26.75,25.0,38.8
2015-06-02,4.65,86.0,108.1,39.5,280.0,780.0,67.6,191.9,198.3,,,,26.4,24.55,38.65
2015-06-03,4.67,83.9,108.0,39.35,279.8,776.0,67.0,193.5,202.0,125.0,,,26.0,25.3,37.25
2015-06-04,4.75,87.3,107.3,39.2,286.8,766.5,67.5,193.3,198.0,124.9,,86.0,26.6,25.3,38.0
2015-06-05,4.77,84.95,107.0,38.8,284.8,770.5,67.8,187.0,199.0,,,,26.7,25.3,38.0
2015-06-08,4.64,84.9,108.6,38.75,284.0,760.0,67.8,184.5,196.0,124.9,52.0,,26.1,25.3,37.9
2015-06-09,4.5,82.15,106.0,37.0,277.8,749.0,65.0,184.0,195.5,,,85.0,25.0,24.5,35.9
2015-06-10,4.62,83.5,108.0,37.5,279.2,747.0,65.0,186.5,195.8,124.0,52.0,,25.35,24.8,36.25
2015-06-11,4.71,85.35,108.5,39.0,284.0,767.0,68.0,185.0,195.5,124.0,,,25.0,24.8,37.0
2015-06-15,4.71,83.65,106.9,38.95,279.8,772.5,66.1,180.0,195.0,124.0,,92.0,25.3,24.5,36.95
2015-06-16,4.72,84.55,107.1,38.85,285.0,775.0,66.9,182.0,197.0,124.0,51.5,,25.15,24.75,37.5
2015-06-17,4.82,85.0,108.4,38.6,282.0,780.0,69.7,192.0,198.4,124.0,,,25.5,24.5,37.8
2015-06-18,4.99,85.95,109.9,38.9,282.0,799.5,71.3,197.5,198.3,110.0,,,25.35,24.85,38.05
2015-06-19,4.99,85.45,109.8,38.25,285.0,799.5,71.5,198.0,197.2,110.0,60.5,,25.35,24.85,38.0
2015-06-22,5.04,85.0,110.0,38.0,290.0,792.0,71.8,200.0,196.0,123.5,57.0,,25.35,24.5,38.0
2015-06-23,5.07,85.2,110.7,37.85,294.0,793.0,69.2,190.0,194.8,124.0,59.5,,25.4,24.4,37.1
2015-06-24,5.13,85.5,110.0,38.0,292.8,798.0,69.55,193.0,200.0,115.0,,,25.6,24.5,37.2
2015-06-25,5.01,86.3,107.8,37.9,289.0,790.0,70.4,197.0,198.0,116.9,59.8,,25.5,24.5,36.5
2015-06-26,4.92,86.1,108.9,37.95,291.0,789.5,71.85,197.5,200.0,124.0,,,25.0,25.65,37.15
2015-06-29,4.81,86.1,108.1,37.65,290.0,779.0,72.0,197.0,199.8,118.0,59.85,89.8,24.65,24.6,37.0
2015-06-30,4.76,85.0,108.4,37.3,291.2,790.0,71.7,194.0,197.3,120.0,56.95,90.0,27.0,24.6,37.0
2015-07-01,4.88,85.0,108.3,37.1,292.0,788.0,71.35,192.2,195.4,118.5,53.0,91.5,26.5,25.05,37.0
2015-07-02,4.99,88.5,108.3,37.65,298.0,779.0,72.0,193.9,196.0,117.5,54.95,91.5,26.6,25.35,37.2
2015-07-03,4.87,88.7,108.0,36.8,296.0,772.0,71.7,193.8,195.7,113.5,,93.0,26.15,25.6,37.05
2015-07-06,4.82,84.5,106.5,36.3,291.0,763.0,69.95,192.6,192.5,110.2,,,26.0,25.1,36.5
2015-07-07,4.67,86.3,105.5,36.4,292.4,748.0,71.0,192.8,192.0,113.0,50.05,,25.55,25.3,36.5
2015-07-08,4.62,84.9,105.0,36.4,290.0,746.5,69.15,186.0,188.6,110.0,50.05,,24.95,24.8,36.0
2015-07-09,4.63,84.5,104.0,36.55,294.2,749.0,69.0,193.0,187.2,106.7,53.0,91.0,24.75,25.0,36.0
2015-07-10,4.75,84.95,103.1,36.85,294.0,747.0,70.5,185.0,189.0,107.0,53.0,91.0,24.85,25.45,36.0
2015-07-13,4.9,87.0,103.2,38.15,293.4,755.0,71.5,188.5,190.0,107.0,,,24.85,25.75,36.0
2015-07-14,4.8,88.9,104.0,38.3,292.8,769.0,72.0,192.0,192.0,108.0,53.95,91.4,25.15,25.8,36.0
2015-07-15,4.81,87.9,105.0,38.3,295.0,768.0,71.7,187.0,193.0,109.0,53.95,,25.25,25.9,35.5
2015-07-16,4.88,88.25,105.0,38.3,295.0,763.0,72.0,186.1,192.6,114.0,54.3,,25.45,25.5,35.8
2015-07-20,4.88,88.6,103.5,38.0,290.6,758.0,72.05,182.0,189.0,114.9,,,25.75,25.5,36.0
2015-07-21,4.92,90.4,105.0,38.5,294.2,780.0,74.0,182.5,192.0,105.0,,,26.0,25.6,36.0
2015-07-22,4.83,90.0,105.1,38.9,294.6,781.0,73.95,183.0,188.1,114.0,50.6,,27.5,25.5,36.2
2015-07-23,4.85,91.8,105.0,38.5,294.8,777.0,73.5,186.7,190.3,114.0,,91.4,27.5,25.4,37.8
2015-07-24,4.84,92.25,104.9,38.9,294.8,787.0,73.0,191.5,192.0,107.0,,,27.3,25.4,37.5
2015-07-27,4.62,91.55,101.5,37.8,298.0,775.0,72.15,190.5,190.0,110.0,,71.55,27.1,25.0,37.5
2015-07-28,4.6,92.0,98.6,37.45,296.2,771.0,71.6,190.0,189.5,109.5,50.6,92.0,26.45,25.2,37.1
2015-07-29,4.55,94.1,99.5,37.0,298.0,771.0,72.3,192.0,189.0,110.0,,91.0,26.45,25.5,37.35
2015-07-30,4.64,92.5,99.5,37.2,298.2,767.0,72.0,191.2,188.7,107.9,,91.0,26.1,25.45,37.3
2015-07-31,4.74,93.0,100.4,37.4,299.0,780.0,72.5,191.3,190.0,110.0,,80.0,25.85,25.4,37.0
2015-08-03,4.8,94.0,100.6,37.05,299.8,795.0,72.5,192.1,195.0,107.5,,,26.5,25.5,36.9
2015-08-04,4.92,96.35,102.5,36.85,308.0,785.0,72.45,195.0,194.1,107.0,,81.05,26.95,25.5,36.85
2015-08-05,4.85,97.0,104.0,37.9,308.0,794.0,73.0,200.0,192.0,105.5,50.2,,26.75,25.8,38.0
2015-08-06,4.77,96.55,103.6,38.15,303.2,789.0,73.2,195.0,188.1,103.0,,92.95,26.1,26.55,38.0
2015-08-07,4.65,96.6,102.0,38.7,302.0,769.5,72.85,190.6,188.3,100.0,,92.95,25.9,27.1,37.85
2015-08-10,4.75,98.0,103.6,38.15,306.0,770.0,73.0,196.5,192.0,100.2,,,25.8,26.9,37.75
2015-08-11,4.68,97.15,104.0,39.0,306.4,776.0,72.4,199.9,191.2,100.0,51.95,,26.0,26.85,37.85
2015-08-12,4.52,93.5,102.0,38.3,300.0,763.5,71.65,195.5,192.2,99.0,,,25.75,25.65,37.75
2015-08-13,4.55,93.95,103.0,38.0,299.0,755.0,70.0,190.8,188.1,100.0,,92.95,25.4,25.2,36.5
2015-08-14,4.6,94.15,103.0,37.5,297.4,759.0,69.3,190.0,188.4,102.0,,93.0,25.6,25.9,36.35
2015-08-17,4.49,88.0,99.9,37.65,290.0,760.0,68.6,188.0,190.0,102.0,,,24.75,25.0,35.5
2015-08-18,4.28,90.5,101.0,38.0,288.6,770.0,68.4,190.0,190.0,100.1,,93.0,24.55,24.4,34.2
2015-08-19,4.35,90.3,100.0,37.8,291.4,771.0,68.85,192.0,189.7,100.0,,,24.4,24.6,34.0
2015-08-20,4.29,90.05,98.95,37.1,282.0,755.0,69.3,192.5,185.9,98.1,,,23.75,23.8,33.95
2015-08-24,3.8,85.1,95.0,33.75,268.0,704.5,64.95,180.0,180.0,100.0,50.1,,22.0,21.7,30.0
2015-08-25,4.12,87.0,94.1,33.5,270.0,717.0,65.45,180.0,180.0,98.0,,,21.6,22.5,30.6
2015-08-26,4.22,88.85,93.0,34.4,278.6,709.0,67.85,183.0,182.2,98.0,,92.0,22.9,21.9,30.7
2015-08-27,4.3,89.5,97.0,34.8,283.0,725.0,69.0,192.5,191.3,100.0,,,23.35,22.0,31.3
2015-08-28,4.33,89.45,98.5,35.95,284.0,738.0,71.0,194.0,191.5,100.0,,90.0,23.35,22.0,31.7
2015-09-01,4.29,87.0,97.65,36.65,281.0,755.0,70.7,192.0,188.1,100.0,,,23.8,21.65,32.0
2015-09-02,4.3,88.0,98.0,36.4,279.2,760.0,70.5,187.9,192.3,103.0,,90.0,23.8,21.0,31.5
2015-09-03,4.34,88.3,97.0,36.0,281.6,760.0,70.55,192.0,191.0,101.5,,80.5,24.0,21.95,32.5
2015-09-04,4.18,86.1,94.4,35.8,279.0,748.5,70.7,189.5,191.3,,52.0,,23.4,21.8,32.4
2015-09-07,4.22,85.9,93.5,34.65,278.0,725.0,67.3,188.0,185.0,,,95.9,23.0,20.75,32.0
2015-09-08,4.2,86.15,93.5,34.35,277.0,727.5,67.5,188.0,185.9,106.9,,95.95,22.9,19.68,32.6
2015-09-09,4.31,88.3,94.65,34.2,276.8,742.0,67.6,190.9,191.0,,,98.0,23.4,20.95,31.7
2015-09-10,4.3,86.2,96.95,33.65,283.0,730.0,67.4,190.0,187.1,,,80.85,22.45,20.8,31.1
2015-09-11,4.23,87.0,96.1,34.3,285.4,728.0,69.0,190.0,183.1,,,,21.9,21.0,31.3
2015-09-14,4.25,88.35,97.2,35.95,286.8,749.5,71.0,192.0,188.2,105.0,,,22.0,21.5,32.0
2015-09-15,4.42,90.15,98.5,35.9,293.0,749.0,70.95,194.5,187.8,107.0,,,23.7,21.75,31.95
2015-09-16,4.49,89.1,99.85,35.2,298.8,761.0,71.75,190.0,187.7,107.0,,,23.5,22.0,32.15
2015-09-17,4.5,90.2,101.6,34.5,299.2,770.0,71.0,191.0,188.0,107.0,,83.6,23.9,22.0,32.0
2015-09-18,4.5,91.75,103.0,35.05,298.4,782.0,70.85,191.1,184.0,105.0,,83.2,24.0,21.9,31.65
2015-09-21,4.45,89.5,103.0,34.25,295.6,779.0,70.15,190.7,190.5,,,,23.5,22.5,31.8
2015-09-22,4.25,88.9,103.6,34.15,295.0,777.0,69.95,187.9,190.9,105.0,,,22.95,21.9,31.3
2015-09-23,4.25,88.3,102.0,34.0,293.0,759.5,68.95,185.9,189.0,100.0,,,22.6,21.85,30.8
2015-09-24,4.25,86.5,103.0,34.0,293.0,740.0,68.7,192.0,187.0,96.0,,,22.6,21.7,30.8
2015-09-28,4.34,87.2,102.0,33.15,290.0,744.0,69.75,186.3,188.0,95.8,,,22.05,21.75,31.5
2015-09-29,4.35,85.9,102.0,33.6,298.0,745.0,70.8,190.0,191.2,95.8,,,22.95,21.5,31.5
2015-09-30,4.37,86.55,103.5,34.0,296.4,767.0,70.85,192.0,192.8,,,,22.15,21.0,31.0
2015-10-01,4.37,87.75,105.0,34.05,296.6,757.5,69.95,188.6,192.0,94.0,51.5,83.15,22.25,21.35,31.15
2015-10-02,4.4,87.35,105.0,33.7,297.6,756.0,69.9,189.0,192.8,94.0,,,21.9,21.3,31.5
2015-10-05,4.46,88.35,106.0,34.1,301.0,761.0,70.35,191.0,195.5,92.75,,,22.7,21.35,31.7
2015-10-06,4.57,87.85,108.9,35.0,300.4,767.0,71.1,194.0,196.7,89.0,51.3,,23.35,21.35,32.05
2015-10-07,4.68,86.8,109.0,35.95,303.0,770.0,70.9,192.1,198.0,88.0,51.2,,23.75,22.0,32.0
2015-10-08,4.69,85.4,109.0,36.35,303.2,775.0,71.2,194.6,195.0,88.0,51.2,,23.4,22.5,32.3
2015-10-09,4.75,84.6,108.5,37.6,301.2,775.0,70.5,195.0,197.4,97.0,51.2,,23.4,22.5,32.65
2015-10-12,4.6,85.9,106.5,36.8,303.0,775.0,71.5,194.0,200.0,96.0,53.6,83.2,24.65,22.8,33.1
2015-10-13,4.47,85.75,103.0,36.2,304.0,757.0,69.9,191.0,202.0,97.0,51.0,83.25,24.0,23.0,33.45
2015-10-14,4.43,85.5,103.0,35.0,305.0,750.0,69.0,191.3,203.0,97.0,,,23.1,23.0,33.4
2015-10-15,4.51,85.6,104.8,35.95,308.0,755.0,70.8,192.3,204.0,96.0,50.0,85.0,23.3,23.1,33.4
2015-10-16,4.41,82.9,103.1,35.7,309.8,751.5,71.8,193.9,205.4,97.0,50.0,83.2,24.55,23.45,32.8
2015-10-19,4.4,83.35,103.7,35.4,310.0,753.0,71.5,199.6,205.0,99.95,,,25.2,24.0,33.55
2015-10-20,4.32,84.0,102.7,34.85,311.8,755.0,71.2,197.7,206.0,96.0,,,26.25,24.0,34.8
2015-10-21,4.44,84.5,102.8,35.15,311.8,758.5,71.35,199.5,207.0,100.0,50.1,,26.0,24.5,35.15
2015-10-22,4.6,86.8,104.0,35.0,317.8,759.0,72.0,199.5,207.0,,49.4,98.75,26.2,25.0,35.95
2015-10-23,4.73,86.75,107.5,35.3,320.0,774.0,73.0,204.0,207.6,99.9,,95.0,26.7,25.0,35.95
2015-10-26,4.79,87.4,103.8,36.55,313.0,784.0,75.0,206.0,207.0,100.0,,98.95,26.6,24.8,36.25
2015-10-27,4.79,87.0,104.0,37.25,318.0,785.0,72.0,207.0,208.0,100.0,,,26.5,24.0,36.2
2015-10-28,4.8,87.0,104.0,36.6,328.8,778.0,73.5,205.0,208.2,100.0,,90.0,26.0,24.4,36.0
2015-10-29,4.8,86.4,101.9,35.7,324.0,780.0,72.9,199.0,207.0,102.0,,95.0,25.5,24.3,35.95
2015-10-30,4.69,89.2,101.7,35.85,325.0,780.0,71.4,200.6,206.0,100.2,,,25.3,24.3,36.0
2015-11-02,4.76,90.6,103.0,35.95,321.0,787.0,74.0,205.0,207.0,104.8,,,25.95,24.1,36.05
2015-11-03,4.77,90.85,103.0,36.5,329.0,778.0,74.2,206.0,207.0,100.6,,,25.9,24.3,35.9
2015-11-04,4.83,88.4,101.4,36.55,328.2,789.5,74.8,207.6,207.0,,,,25.2,24.15,36.0
2015-11-05,4.66,88.75,100.2,36.5,325.0,787.0,74.0,206.4,205.8,100.5,,,25.0,24.1,35.1
2015-11-06,4.65,88.95,102.0,36.65,326.0,786.5,73.5,206.0,207.4,100.5,,,24.2,23.95,35.15
2015-11-09,4.53,88.3,102.0,35.85,329.6,768.0,73.7,206.2,206.8,100.8,,,23.75,23.2,34.75
2015-11-10,4.52,85.85,100.5,35.15,337.0,767.0,72.1,201.0,205.8,110.0,,,23.7,23.2,34.5
2015-11-11,4.42,86.4,100.5,34.8,343.8,749.0,71.7,201.0,204.0,109.0,,95.0,23.0,23.0,34.0
2015-11-12,4.42,86.3,100.0,33.85,325.0,729.0,71.3,201.2,204.0,109.0,,,23.0,23.0,33.1
2015-11-13,4.37,84.9,101.5,33.4,300.0,759.0,70.4,202.4,200.0,105.0,,95.0,23.0,22.85,31.25
2015-11-16,4.37,84.75,99.15,33.6,296.0,749.0,67.9,197.5,194.0,101.1,,98.95,22.1,22.6,31.3
2015-11-17,4.36,84.1,99.5,33.95,296.2,755.0,67.8,199.7,195.5,100.3,,,21.8,22.4,31.75
2015-11-20,4.49,84.4,99.25,35.2,297.8,756.0,69.9,198.0,200.0,100.0,,98.95,22.2,22.8,32.55
2015-11-23,4.61,85.5,99.3,35.1,303.8,765.0,72.0,201.0,202.0,107.9,,,23.2,22.5,34.05
2015-11-24,4.45,85.0,101.5,35.0,303.0,762.5,72.25,202.6,203.0,103.0,,,22.9,22.6,34.3
2015-11-25,4.56,85.0,104.0,35.0,302.6,750.0,73.5,204.2,206.0,101.0,,,22.75,23.2,34.55
2015-11-26,4.57,84.35,104.2,34.65,305.0,755.0,73.7,206.0,206.0,101.0,,,22.55,23.0,34.55
2015-11-27,4.44,83.5,101.0,33.85,305.8,743.0,70.75,202.0,201.0,107.8,,,22.5,22.5,34.4
2015-12-01,4.65,84.0,105.5,34.7,306.2,770.0,73.0,193.7,207.0,103.0,,,23.7,21.7,34.7
2015-12-02,4.62,84.0,103.1,34.8,312.2,757.0,71.5,193.1,206.8,102.0,,,24.7,21.75,34.2
2015-12-03,4.61,84.0,102.0,34.65,312.2,744.0,71.3,187.1,205.4,101.2,,,24.5,22.0,33.3
2015-12-04,4.54,83.65,101.5,34.1,312.2,736.0,71.35,185.3,205.0,102.0,,,24.3,21.8,33.3
2015-12-07,4.59,83.65,101.4,33.95,315.2,734.0,72.05,185.0,206.0,102.0,,95.0,24.4,21.8,33.85
